Gene	BJ(Fibroblast)	BJ-OKS-iM#2	BJ-OKS-iM#21	BJ-OKS-iG#2	BJ-OKS-iG#5	HUES9
IFRD2	240.2833333	222.0928572	179.5	156.7333333	96.20833333	101.6666667
IFT122	75.05419668	36.66317461	27.72321384	25.568798	24.91097654	33.21214723
IFT140	214	114	109	44	37	117
IFT172	38.66078424	12.71319577	8.32872676	5.841912423	7.102309016	7.517861231
IFT20	57.23846708	30.10998629	24.56493913	17.99103648	16.44368949	17.64046335
IFT27	87	94	64	73	37	58
IFT46	82	26	32	24	7	15
IFT52	1	2	3	1	0	0
IFT57	114.2916667	66.66666666	69.16666667	51.83333333	32.97777777	60.86993464
IFT74	203	164	215	127	78	138
IFT80	51.22857143	41.43993506	38.83333333	33.42857143	19.375	32.92857143
IFT81	40	19	19.08333333	11	10	18
IFT88	17.23293651	11.00119048	7.676623377	11.57619048	1.342857143	6.769444445
IGBP1	111.9884615	30.125	29.16666666	13.16666667	16.25	23.75757575
IGDCC3	335.7166666	854.7962663	1285.091342	832.8095238	489.9853535	829.0935898
IGDCC4	3	0	3	1	0	1
IGF1	22.97132845	1.944457033	3.821019198	6.917542017	4.850026772	4.13298712
IGF1R	111	70	85	38	36	69
IGF2	2753.1	82.6	68.95	26.1	37.05	40.85
IGF2AS	12.57519311	6.927272727	8.503300866	6.960127134	1.507637957	4.490367966
IGF2BP1	206.4612168	738.0180953	694.6395604	610.8597887	309.9352632	567.6977271
IGF2BP2	883.2532086	1071.260779	1140.821124	681.8824299	538.2249334	743.4542635
IGF2BP3	53.75793651	129.6361111	139.2583333	95.30238095	66.11666667	113.1666667
IGF2R	27	13	12.16666667	8	4	10
IGFALS	16.68840826	4.918110523	2.733639911	3.547658366	3.003601925	3.401377614
IGFBP1	0	0	0	0	0	0
IGFBP2	1489	1843	1806	1054	616	746
IGFBP3	776	8	14	7	10	1
IGFBP4	2113	64.25	63	39	24	40
IGFBP5	6302.472303	112.8188253	95.77164007	35.6947082	72.26034439	45.34947827
IGFBP6	448	53	22	8	15	9
IGFBP7	3343.166667	40.5	79.5	98	27	21.5
IGFBPL1	2	0	1	0	0	0
IGFL1	0	0	0	0	0	0
IGFL2	0	0	0	0	0	1
IGFL3	1	0	0	0	0	0
IGFL4	0	0	0	0	0	0
IGFN1	0	0	0	0	0	0
IGHMBP2	141	129	114	91	70	72
IGJ	24	0	0	0	1	0
IGLL1	0.333333333	1.333333333	0.833333333	0.5	0.333333333	2
IGLL3	0.166666667	0.666666667	0.416666667	3.25	5.166666667	2
IGLL5	9.750000001	4.066666667	1.666666667	4.888888888	2.333333333	3.05
IGLON5	6.906442577	24.72489772	17.98874269	16	9.480277778	26.71349206
IGSF1	11	44	36	48.4	22	77
IGSF10	3	9	14	14	8	8
IGSF11	0	1	2	0	0	1
IGSF21	50.64285714	44.41666667	56.91666666	20.98333333	26.5	37.36666666
IGSF22	16.66971036	6.139651664	9.653133552	4.665720712	0.952777777	3.726694139
IGSF3	4	18	20	16	7	12
IGSF5	4	20	26	14	16	17
IGSF6	10.69810241	4.965245037	6.075607711	4.237914863	1.27198448	3.240439196
IGSF8	9.090909091	3	6	7	2.0625	7
IGSF9	1	5	7	7	3	0
IGSF9B	1.740873016	3.638095238	3.975	1.576190476	1.5	1.965909091
IHH	0	0	0	0	0	0
IK	1724.416667	1180.75	1291.25	822.5	505.75	650
IKBIP	458.0773837	117.6437038	141.9383931	123.3211983	63.94593743	88.94258261
IKBKAP	19.6	20	14	21	11	15
IKBKB	13	8	8	3	4	4
IKBKE	3.8	2.65	3.347619048	1.35	1.272727273	1
IKBKG	19.85	4.428571429	5.738095238	3.8	4	3.8
IKZF1	0	1	1	1	0	1
IKZF2	10.15714286	2.142857143	1.857142857	3.853279242	1.142857143	5.733333333
IKZF3	0	0	0	1	0	0
IKZF4	398.7017331	233.9244888	257.7883496	164.7008136	133.7272884	218.050031
IKZF5	206.946916	76.72064913	90.78692983	76.34392313	59.20512394	71.83120301
IL10	5.233691146	5.82397129	5.528424354	2.737467108	2.93059163	4.149975025
IL10RA	2.066666667	0	0	2.666666667	1	0.4
IL10RB	232.8960382	48.32792663	61.59607871	57.87559128	34.06963475	45.06895439
IL11	69.16666667	89.96666667	61.23926074	40.89090909	41.6	42.49090909
IL11RA	41.50369188	6.304724197	4.261555162	3.124433456	3.792817926	4.221708684
IL12A	0	0	0	0	0	0
IL12B	38.9483301	23.7546434	36.70887738	28.95003824	15.14636187	23.1154964
IL12RB1	26.65713061	11.19814995	15.32593568	15.34855504	12.78178234	10.51745847
IL12RB2	0	2	1	0	0	2.125
IL13	0	0	0	0	0	0
IL13RA1	240.5072704	19.67842019	32.02391966	32.2907757	15.96971334	25.80258297
IL13RA2	4	0	0	0	0	0
IL15	2.952380952	1	0	1	0	1
IL15RA	5	8	1	0	4	1
IL16	0	0	0	0	0	0
IL17A	0	0	0	0	0	0
IL17B	7.024242424	4.195833333	2.896969697	2.166666667	1.5	1.811111111
IL17C	0	1	0	1	0	0
IL17D	5	1	4	3	1	1
IL17F	0	0	0	0	0	0
IL17RA	31.37978674	17.58523837	18.20468877	15.51068731	9.661815287	11.21291742
IL17RB	41.15289474	15.15327635	22.65976038	14.26296215	10.22267314	21.62478549
IL17RC	188	65	58	73	48	54
IL17RD	59.82181378	59.06060965	70.4598049	59.01555371	28.81164381	42.9669672
IL17RE	160.5	89	85.45714286	52	54.85714286	83
IL17REL	0	0	0	0	0	0
IL18	16.2615638	9.55220931	9.348818257	7.089452214	4.599203574	10.87336501
IL18BP	13	8	3	3	3	3
IL18R1	0	0	0	0	0	0
IL18RAP	0	0	0	0	0	0
IL19	0	0	0	0	0	0
IL1A	0.25	2	1.5	0	3	2.5
IL1B	4	0	0	0	0	0
IL1F10	0	0	0	0	0	0
IL1F5	76.18126008	74.91374459	71.75915045	55.80429178	43.3079641	47.84848749
IL1F6	0	0	0	0	0	0
IL1F7	2.333333333	8	2	1	1	2
IL1F8	0	0	0	0	0	0
IL1F9	0	0	0	0	0	0
IL1R1	47.27615163	4.715474292	7.866954124	2.795106179	2.831453677	6.542771118
IL1R2	69.32876866	29.81555598	29.26156974	24.79144575	29.69684813	23.4770757
IL1RAP	16.42503608	10.53376623	12.10238095	9.944841269	4.067816092	7.75
IL1RAPL1	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0
IL1RL1	57.88087129	22.53904527	16.88209669	14.66521845	22.96961326	14.85066734
IL1RL2	0	0	0	0	0	0
IL1RN	88.75927994	16.72866837	30.95689561	23.64719026	15.52158913	18.45726558
IL2	45.21456654	18.43521713	28.69510132	12.89327706	15.24293847	17.30068569
IL20	5.174481075	1.523626374	0.612179487	2.12539185	0.25	3.776923077
IL20RA	0	0	1	0	0	0
IL20RB	1	4	10	5	1	4
IL21	0	0	0	0	0	0
IL21R	23.67191387	20.06298922	19.89079842	15.31181091	12.4706596	17.16354368
IL22	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0
IL22RA2	0	0	0	0	0	0
IL23A	2	3	7	5	2	7
IL23R	3.381199601	1.095277353	3.250725968	2.072196633	2.085756726	6.105413867
IL24	1	2	1	1	0	0
IL25	13.58915126	3.080172196	6.41142163	6.143789526	5.26590354	3.927034777
IL26	0	0	0	0	0	0
IL27	0.087121212	0	0.035714286	0.188492064	0.071428571	0.045454545
IL27RA	161.4302113	151.5341804	177.7202622	151.0865374	121.4110612	134.8519443
IL28A	0	0	0	0	0	0
IL28B	0	0	0	0	0	0
IL28RA	2.480769231	1.957142857	2.333333333	1.176470588	0.166666667	0
IL29	0	0	0	0	0	0
IL2RA	4.622995366	7.135668906	4.596034358	6.780631999	3.972453935	6.028802161
IL2RB	0	0	0	0	0	0
IL2RG	12.00940849	5.053209098	6.214866705	3.671881027	4.180586641	8.547175997
IL3	0	0	0	0	0	0
IL31	0	0	0	0	0	0
IL31RA	0	0	0	0	0	0
IL32	14	10	40.8	31	17	10
IL33	0	0	0	0	0	0
IL34	24.25	2	1	3.5	1.5	3
IL3RA	1.5	0	1.5	1	0	0.5
IL4	0	0	0	0	0	0
IL4I1	0	0	0	0	0	0
IL4R	27.14904762	24.33333333	17.42424242	11.62222222	6.105263158	9
IL5	0	0	0	0	0	0
IL5RA	0	0	0	0	0	0
IL6	19.52832675	6.992424242	9.446969698	8.124747475	6.531818182	6.65909091
IL6R	221.379691	52.43542765	44.45684007	33.72320148	20.17576166	22.62099163
IL6ST	1570.574927	381.5060407	551.4724687	513.4498713	409.4653586	468.8160375
IL7	73.04154875	33.38738181	32.33564566	17.60597567	22.520025	28.55378188
IL7R	16	0	0	0	0	0
IL8	0	0	0	1	0	0
IL9	0	0	0	0	0	0
IL9R	1.5	4	2.2	0.666666667	2.333333333	1.3
ILDR1	324.2831525	30.07680902	29.57366734	13.46479479	14.57534117	11.96369787
ILDR2	0	0	0	1	0	0
ILF2	93.93477891	104.6790663	115.6820639	81.97741204	50.09497015	70.45751471
ILF3	996	1092.5	1341	935	643	825
ILK	383.9207573	105.3753467	92.38257576	62.56286752	47.64862637	53.15388335
ILKAP	74.30757562	41.17639525	39.18797151	34.88484153	11.17226761	14.7623664
ILVBL	13.76749039	7.24763745	9.785613358	4.051701703	4.675922177	7.095107622
IMMP1L	131	123	160	124	69	116
IMMP2L	9.6125	9.742857143	9.05	6.076190477	3.166666667	6.926190477
IMMT	280.1774892	319.205042	265.8071429	221.5428572	168.2	241.5946429
IMP3	955.2	810.2	719.1428571	664	424	794.5
IMP4	42.04080373	39.95562395	36.91820304	30.8754329	28.54950605	41.7440305
IMP5	0	0	0	0	0	0
IMPA1	103.9375	95	107.9418803	60.65	38.075	56.75
IMPA2	77	156	122	91	71	137
IMPACT	30	22	31	14	11	22.05555556
IMPAD1	342.3333333	101.3333333	104	99.33333333	55.33333333	77
IMPDH1	144	39	28	19	10	17
IMPDH2	219.2714331	292.5951706	257.2382047	164.6075684	123.0594234	135.2775686
IMPG1	0	0	0	0	0	0
IMPG2	0	0	0	0	0	0
INA	79	133.6666667	84.5	44	57	37
INADL	52.12007199	61.23713549	88.1372317	80.0613456	42.48669468	70.5610681
INCA1	8.383882784	6.266666667	2.809523809	5.171428571	4.371428571	5.714285714
INCENP	16	24	18	26	9	15
INE1	21.21034758	8.649348527	8.47375688	12.41515886	2.189123377	13.1106769
INE2	14.23383676	4.966146762	4.288796337	5.199796839	1.841710087	5.74140345
INF2	175.8451699	72.90838485	98.26341875	51.74461244	48.00959131	45.57982415
ING1	108.6732477	50.65040099	80.30754361	50.82447406	42.61103096	55.21950002
ING2	158.0900544	149.4307692	114.5909091	91.5	57.08333333	95.30555556
ING3	376.695482	247.60388	299.0914835	279.680724	154.2524151	262.8141336
ING4	447	175	184	146	70	213
ING5	100.6299337	90.21598191	89.27917456	58.23738391	58.51507048	55.90489869
INGX	6.08098787	9.076763003	11.37819335	8.943632185	3.354623051	8.19958585
INHA	8	8	7	3	4	7
INHBA	868.6930734	97.60138196	96.04317631	73.89472879	60.62045052	76.48364986
INHBB	9.125	1	1	1	0	0.25
INHBC	0	0	0	0	0	0
INHBE	5.25	9.1	13.14285714	13	7	15.2
INMT	41.12194146	16.58724932	22.25313861	12.56455123	6.633348391	15.58058047
INO80	176.9779151	152.0467949	144.2492424	104.5372766	68.95	99.92763158
INO80B	29	11	6	6	4	9
INO80C	13.1984127	25.875	18.22222222	22.11111111	5.5	17
INO80D	20	22	17	24	6	10
INO80E	60	60	38	38	24	30
INPP1	14	2.666666667	4	2	1	1
INPP4A	26	31	17	18	7	26
INPP4B	171.5016189	13.86173524	22.80091575	13.51342352	6.964641821	15.79370794
INPP5A	76	27	26	14	10	14
INPP5B	111.6487355	127.6151316	86.66666667	92.07424242	48.19090909	86.09090909
INPP5D	2.333333333	9.666666667	18	21.66666667	7.888888889	9
INPP5E	20.20842713	4.379401155	3.825980391	4.788492063	4.013227513	2.817597402
INPP5F	51.23504385	189.5349558	309.9122021	156.6563013	40.15252425	113.2776027
INPP5J	1	2	0	1	1	1
INPP5K	58.2	20	15.6	15.33333333	8	14
INPPL1	867	203	166	131	78	145
INS	0	0	0	0	0	0
INS-IGF2	937.862396	39.83737374	40.41446235	20.00497836	20.81781609	23.13334754
INSC	12.46666667	8.055555555	14.66666667	17.66666667	6.266666666	18.66666667
INSIG1	50	11	27	9	5	18
INSIG2	0	0	2	0	0	0
INSL3	101.9424119	28.14956118	37.37379087	21.63478744	18.64425368	30.75313132
INSL4	0	0	0	0	0	0
INSL5	0	0	0	0	0	0
INSL6	0	0	0	0	0	0
INSM1	1	34	29	34	6	12
INSM2	0	0	0	0	0	0
INSR	151.1747586	158.7463925	173.7547009	122.8886364	91.852331	141.859596
INSRR	0	0	0	0	0	0
INTS1	136.9853477	77.52343192	77.77771943	46.39483644	48.40978605	62.32808266
INTS10	13	1	3	2	7	1
INTS12	60.78333334	11.16666667	29.05555555	16.33333333	13.66666667	10.66666667
INTS2	9.117647059	8.142857143	5.333333333	4	0.181818182	5
INTS3	163.4963814	93.58987709	106.0170792	68.1373877	59.63373295	60.67543677
INTS4	80.62878788	81.92424242	73.79545455	58.97727274	44.5	81.70757576
INTS4L1	0.833333333	1.791666666	2.5	0.666666667	0	0.666666666
INTS4L2	0	0.333333333	0	0	0	0
INTS5	6.052631579	10.33333333	6.125	9	3	6
INTS6	18	24.66666667	14	19	11	6
INTS7	20.04543169	22.58889121	18.72099552	22.20800033	10.92463962	16.39569266
INTS8	146.8996783	224.0514908	244.0666667	219.829304	107.0714015	177.5769231
INTS9	32	22	25	19	10	17
INTU	4	0	5	6	3	4
INVS	43	23	28	13	6	24
IP6K1	57	34	41	31	15	27
IP6K2	121	103	88	111	45	99
IP6K3	1	0	0	0	0	3
IPCEF1	0.472727273	3.586466165	0.679967092	2.006060606	0.564935065	2.272727273
IPMK	11.76483668	17.01376448	8.068797074	6.075634921	6.666399287	6.909430521
IPO11	168.5593499	134.0121148	134.6428206	105.1735435	79.41712304	110.1869748
IPO13	124.5	50.5	36	26	29	29
IPO4	20	31	19	20	12	18
IPO5	196.8269231	260.5	233	150	86.25	158.25
IPO7	387.3967948	385.2	436.45	349.1166667	174.7050125	308.75
IPO8	137.7457931	85.08282828	81.6098716	68.77532468	45.18427129	86.91974922
IPO9	274.5590118	232.0422386	258.3219966	192.8942236	107.5586731	173.0202113
IPP	40.46132974	25.09310061	13.08227407	15.37974966	10.34099871	26.33065126
IPPK	7	5	0	0	1	3
IPW	36	110	233	115.1269841	55	111.5555556
IQCA1	52.0334839	87.19851013	92.81549952	64.77320082	59.86565424	68.13126289
IQCB1	3	6	9	2	1	6
IQCC	8.45	13.06473702	12.80410505	12.55555556	3.682417582	13.48073213
IQCD	0	0	1	0	0	0
IQCE	12.16666667	5.666666667	2.666666667	6	3.666666667	3.666666667
IQCF1	0	0	0	0	0	0
IQCF2	8.236269463	6.631541582	1.8962764	6.56374269	2.80080492	2.739833822
IQCF3	0	0	0	0	1	0
IQCF5	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0
IQCG	8	3	3	2	2	1.5
IQCH	23.4030829	12.31107842	15.82824806	11.67035798	10.00635537	13.78879553
IQCJ	0	0	0	0	0	0
IQCK	29.24990784	17.56537581	12.35806212	7.190283327	7.679199689	13.12527301
IQGAP1	934	353	497	348	185	323
IQGAP2	31	134	215	220	112	164
IQGAP3	48.8245614	23.45833333	28	13	7.333333333	20.38596491
IQSEC1	69.5952381	40.45	41	36.33333334	18.09848485	28.05952381
IQSEC2	62	12	10	19	6	18
IQSEC3	0	0	1	1	0	0
IQUB	1	0	0	5	2	1
IRAK1	182.1556185	117.5296756	98.62604922	66.84290665	49.14298446	40.19415584
IRAK1BP1	14	23	26	10	8	16
IRAK2	0	0	0.058823529	1.1	0	0
IRAK3	10.22222222	3	2	2.75	2	2.75
IRAK4	93.75531157	41.16611918	50.48776482	39.60598303	24.39285715	29.83578431
IREB2	99.15211266	115.2	77.1857466	62.49347826	39.2239991	79.60540936
IRF1	256.877703	75.95370457	104.5731358	87.79349843	72.61025466	75.60408804
IRF2	8.388888889	5	5.052631579	4	2.75	5.5
IRF2BP1	56.46970098	18.5666551	17.12293983	10.24457516	12.33710595	21.37114645
IRF2BP2	27	12	15	16	7	4
IRF3	547	675	544	509	442	534
IRF4	0	0	3	1.136363636	0	1.214285714
IRF5	113.8540348	61.83007519	62.56357561	53.3521272	39.16892231	51.74444199
IRF6	0	2	4	0	1	3
IRF7	5	3	1	2	1	1
IRF8	3.536726998	4	3	1.590909091	0	1.790909091
IRF9	148.3344621	29.5804275	39.57518674	22.84735167	22.13226063	21.76678762
IRGC	1	1	0	0	0	0.5
IRGM	3.420833334	13.60079365	6.308621934	7.300108226	6.958802308	7.82958153
IRGQ	69.7636399	44.2959378	47.65151238	36.54713203	23.27893952	42.72922997
IRS1	216.2134503	53	57.58437761	28.10526316	26	45.05555556
IRS2	851.1783284	252.3263418	280.0954726	124.3095033	113.5183224	132.5547952
IRS4	0	2	3	1	1	1.25
IRX1	0	0	0	0	0	0
IRX2	128.8636364	145.2929293	107.2484849	19.4	20.33333333	122.0121212
IRX3	20.00882353	9.666666667	7.547619048	4	3.416666667	5.297619048
IRX4	0	1	0	2	0	1
IRX5	15	2	3.5	1.5	0	4
IRX6	0.052631579	0	0	0	0	0
ISCA1	40	32	33	19	5	17
ISCA2	19	29	36	21	15	12
ISCU	165	83	77.61904762	69	52	32
ISG15	207.6814862	35.12210585	42.09547313	46.40984238	23.27189638	43.55939551
ISG20	2.783333333	0.642857143	2.083333333	0.5	1.25	1.5
ISG20L2	20.70529928	26.23086291	21.87738095	22.32295482	17.96507937	20.93159983
ISL1	4.071428571	0	0	0	0	1
ISL2	12.0965	5.946695665	6.061976679	3.030131579	3.458968255	2.852768475
ISLR	14	0	0	0	1	0
ISLR2	1	3	2.666666667	2	2	2.666666667
ISM1	10.81108059	5.5	5.916666667	3.533333333	4	5
ISM2	5.185714286	1.666666667	2.285714286	1.166666667	2	3.4
ISOC1	2	8	2	10	4	7
ISOC2	243	156	183	133	104	153
ISPD	20.83842073	11.8687846	14.18810128	9.561504956	4.199659165	15.80673934
ISX	0.325	0.66025641	1.366666667	1.538461538	0.1	0.201923077
ISY1	74.10440467	41.31784595	52.30622225	22.08646666	16.34091729	26.21334484
ISYNA1	584	1461	1606	1068	795	1347
ITCH	24.39134107	10.12137862	15.497558	10.00457262	5.804563492	7.712050346
ITFG1	345.9091744	73.17743895	71.14411329	50.90594822	45.56918112	51.9068047
ITFG2	12.63880188	4.158333333	5.338585434	6.52473262	1.308823529	1.125
ITFG3	1842	792.25	879	677	466.25	833
ITGA1	300	69	47	45	22	27
ITGA10	5.925	1.35	4.30952381	0.652380953	0.271428571	5.661111111
ITGA11	120.0972342	10.68883791	17.17274864	6.885407925	5.765277759	9.53610089
ITGA2	57.53244569	36.41008714	34.04072681	23.49932782	17.56100607	18.80356066
ITGA2B	1	1	2	2	1	1
ITGA3	479.7666666	112.4	55.56666667	41.2	31.66666667	32.73333334
ITGA4	86	3	4	4	1	0
ITGA5	872.7236111	71.59285715	67.20952381	36	38.06666667	94.9625
ITGA6	56	98	78	51	49	57
ITGA7	60.75	104	86.725	96	41	63.85
ITGA8	18	0	0	0	0	0
ITGA9	1	12	10	10	6	6
ITGAD	0	0	0	0	0	0
ITGAE	36.75	12.83333333	4.785714286	9	5.75	5.073333333
ITGAL	23.52169897	13.53330593	12.65599228	9.000621072	9.698880913	20.00916729
ITGAM	0	0	0	0	0	0
ITGAV	802	193	219	136	121	109.2307692
ITGAX	1	1.7	0	0.5	0	0
ITGB1	2717	623	807	496	277	417
ITGB1BP1	76	31	33	16	11	16
ITGB1BP2	0	1	0	0	0	0
ITGB1BP3	4.215811966	18.83333333	11.68333333	4.111111111	3	3.083333333
ITGB2	5.752380952	0.4	1.4	1.285714286	0.4	1
ITGB3	0	0	0	0	0	0
ITGB3BP	286	462	623	400	290	328
ITGB4	8	3	4	3	4	3
ITGB5	1251.955466	368.4318935	916.5494257	450.5345759	105.8892544	97.50109649
ITGB6	0	0	0	0	0	0
ITGB7	7.583333333	2	3.166666666	2.75	2	4.5
ITGB8	24	13.33333333	5	7.1	1	6.2
ITGBL1	285	1	3	1	0	0
ITIH1	0	0	0	0	0	0
ITIH2	0	0	0	0	0	0
ITIH3	1	0	0	0	0	0
ITIH4	2	2	0	0	0	0
ITIH5	78.54070007	25.33726282	18.71219136	17.5873051	14.54905136	19.97263881
ITIH5L	0.666666666	1.333333333	0.333333333	2	0	0
ITK	0	0	0	0	0	0
ITLN1	26.93393381	14.30605797	15.82670007	13.06921352	8.70024841	19.1039027
ITLN2	0	4	0	3	0	2
ITM2A	18.18096348	36.02777777	39.18181819	32.57692308	24.17222222	42.57692308
ITM2B	423	268	330	253	141	118
ITM2C	207.92812	145.1147857	206.4004655	193.4771679	106.3464286	145.025544
ITPA	40.72831651	33.59504567	26.27053522	24.15447976	16.63925256	23.68491956
ITPK1	186.7265918	182.5968615	189.7822802	234.4645474	127.9539433	176.523088
ITPK1AS	89.17222813	56.22330149	55.67280578	49.40388449	38.53537354	39.87263619
ITPKA	6	1	2	0	0	1
ITPKB	23	7	3	5	3	10
ITPKC	1261.5	558	449	352	256.5	414.5
ITPR1	11	1	10	1	4	4
ITPR2	95.10555556	127	217	171	79	108
ITPR3	177	128	111	100	55	66
ITPRIP	31	8	9	4	1	7
ITPRIPL1	0	4	1	0	4	1
ITPRIPL2	311.7808881	34.3265172	51.90984845	31.80863229	22.49016321	27.52316644
ITSN1	5593	5551	5763	4197	2936	3468
ITSN2	193	70	98	84	31	50
IVD	164.6433535	77.58386589	72.54458026	74.91313947	58.30128327	55.1363106
IVL	35.14587107	14.49298346	21.08686941	6.812347684	12.31461336	19.8931497
IVNS1ABP	80	58	49	41	24	68
IWS1	731	757	1036	729	423	607
IYD	46.50547321	26.37321429	19.07326949	14.26071429	11.06082251	12.89417788
IZUMO1	0	0	0	0	0	0
IZUMO2	12	58	91	53	22	16
IZUMO4	3	0	0	0	1	0
JAG1	9	15	9	2	1	14
JAG2	0	1	0	0	0	1
JAGN1	17	5	12	5	5	8
JAK1	334	44	61	63	40	32
JAK2	7.277777778	4.0625	5	3.225490196	0	1
JAK3	18.45833333	31.29444444	20.14545455	7.375	3	17.0625
JAKMIP1	1	0	3	0	0	3
JAKMIP2	93.25471212	215.8916481	313.8123363	149.2660714	88.48150063	401.1434523
JAKMIP3	3	1	1	0	0	0
JAM2	27.24256357	15.05992377	15.15770945	12.7292433	13.00461206	21.26035561
JAM3	2329	919	845	667	351	622
JARID2	2634.374249	5563.752383	10173.87513	7434.207719	4477.069519	5946.433991
JAZF1	17	4	5	7	5	3
JDP2	138.1333333	53.33333334	41.35714286	33.33333334	19	30.63333334
JHDM1D	11	16	11	6	5	11
JKAMP	53	32	33	30	8	21
JMJD1C	130.7946872	194.2940476	233.8180819	161.9286798	97.85808081	157.5576441
JMJD4	24.16666667	10	5.5	7	3.666666667	5
JMJD5	2	2	0	1	0	1
JMJD6	51.92135076	21.59315674	16.4995059	20.66101116	11.53291153	11.1998511
JMJD7	16.16666667	9.833333333	6.833333334	4.833333333	4.833333333	9.833333333
JMJD7-PLA2G4B	8.433333333	10.91025641	6.166666667	5.80952381	3	10
JMJD8	1712.759467	588.7865297	566.274013	462.6957283	310.0428733	513.878451
JMY	52.87619048	38.56621516	39.28046855	41.14285714	26.1504329	28.69191919
JOSD1	27.09090909	2.28452381	3	3.043478261	3	4.090909091
JOSD2	725.3249084	51.40384615	46.44358975	30.24358975	27.66666667	22.33333333
JPH1	3	11.83333333	20.16666667	28.66666666	14.66666667	6
JPH2	34.14285714	2.833333333	6.166666666	2.666666666	1.666666667	5
JPH3	94	477.3333333	454.6666666	317.6666666	200.6666667	445
JPH4	56	83	94	89	53	105
JRK	54.99570707	40.65878214	36.6756026	29.10479701	16.85746966	38.63035737
JRKL	27	12	12	5	6	5
JSRP1	0	0	0	0	0	0
JTB	122	41	40	33	23	20
JUB	118.6666667	39	44.33333333	37	29	13
JUN	147	17	37.33333333	20	13	14
JUNB	14	0	0	0	0	1
JUND	1131.5	304.1666667	411.3333333	329	168	180.5
JUP	46	58	40	17	12	51
KAAG1	0	0.25	0	1.142857143	0	0.333333333
KAL1	4	7.6	19	23	13	4
KALRN	75.04974864	43.99736585	37.17131568	30.00643043	22.61045351	35.66863482
KANK1	13.97431078	8.722222222	9	9.777777778	5	4.888888889
KANK2	336.0428571	36.86666667	35.37606837	23.91904762	25.75555556	24.81764706
KANK3	8	47	42	38	36	39
KANK4	138.5433525	84.1981868	88.64950285	64.11115123	42.56492595	77.95556918
KARS	191	170	182	129	84	109
KAT2A	27	22	19	19	9	14
KAT2B	32	3	2	3	0	2
KAT5	46.11507936	18.15833333	18.16666667	7.557575758	3.541666667	12.5
KATNA1	16	8	7	5	2	7
KATNAL1	2649.389436	1164.14509	1482.988036	854.4747298	756.1743623	1095.744026
KATNAL2	41.33333333	30	20.06666667	15	7	18.33333333
KATNB1	43	44	56	28	17	29
KAZ	37.00071591	16.39937558	11.73587357	13.03880079	7.342096792	14.6873229
KAZALD1	2	0	0	0	0	0
KBTBD10	0	0	0	0	0	0
KBTBD11	2	4	4	1	1	3
KBTBD12	0	0.267857143	0.258823529	1	0.361111111	0.142857143
KBTBD13	0	0	0	0	0	0
KBTBD2	38	30	17	20	9	9
KBTBD3	6	8	2	8	2	4
KBTBD4	0	1	1	0	2	1
KBTBD5	0	2	0	0	0	0
KBTBD6	124.7218982	46.094811	63.74278616	46.1057988	47.02636296	54.53905808
KBTBD7	9	6	10	6	6	11
KBTBD8	3	6	3	5	5	6
KC6	0	0	1	1	0	0.5
KCMF1	309.4704692	255.3189761	226.1550109	220.9601337	180.8905358	206.5190066
KCNA1	0	2	1	4.0625	2	1.111111111
KCNA10	0	0	0	0	0	0
KCNA2	2.033333333	1.366666667	0.2	0.2	3	0
KCNA3	1	6	2	2	3	5
KCNA4	0.241666667	0.5	0.769047619	0.915842491	0.671428571	0.3
KCNA5	0	0	0	0	0	0
KCNA6	5	42	41	24	24	22
KCNA7	11.68044706	12.14283078	18.32239939	15.77525463	7.671532471	10.48619521
KCNAB1	2	3	0	2	0	3
KCNAB2	0	0	0	1	0	0
KCNAB3	3	0	0	0	0	0
KCNB1	0	0	0	0	0	0
KCNB2	1	2	3	0	2	2
KCNC1	0.416666667	2	0.166666667	0	1	0
KCNC2	0	0	0	0	0	0
KCNC3	0	0	0	0	0	0
KCNC4	11	3	5	7	5	7
KCND1	0	1	0	1	0	1
KCND2	11	25	37	37	28	38
KCND3	0	0	0	0	0	0
KCNE1	2.333333334	4.5	4.333333334	5	1.666666667	1.666666667
KCNE1L	0	6	1	1	0	6
KCNE2	0	0	0	0	0	0
KCNE3	15.0176151	18.0199717	21.65847257	27.90598513	10.96937428	7.965964035
KCNE4	4.1	0	0.071428571	0	0	0.0625
KCNF1	14	15.58333333	14	12	4.75	25.16666667
KCNG1	3.835851648	4.180332168	4.976190476	1.129166667	1.233333334	5.5625
KCNG2	0	0	0	0	0	0
KCNG3	3	25	8	7	2	9
KCNG4	0	0	0	0	0	0
KCNH1	9	0	1	0	0	0
KCNH2	8.125490196	17.83333333	12.55952381	6.911976912	3.055555555	13.67460318
KCNH3	0	0	0	0	0	0
KCNH4	0	0	1	0	0	1
KCNH5	2.875	0.75	1.333333333	0.375	0.25	0.125
KCNH6	17.64682205	16.80842155	17.08392461	15.92907483	9.056579326	18.33487064
KCNH7	11.17866869	2.229411765	3.305912062	3.280685001	1.202380952	2.528571429
KCNH8	117.3880865	93.88784727	64.08896483	37.46213185	50.0596692	77.10497296
KCNIP1	2.607142858	0.428571429	1.75	0	2.5	0
