Gene	BJ(Fibroblast)	BJ-OKS-iM#2	BJ-OKS-iM#21	BJ-OKS-iG#2	BJ-OKS-iG#5	HUES9
FAM104B	56.67489597	21.29982771	31.73606679	22.39033625	16.93317697	29.40808481
FAM105A	13.06709957	7.8	4.314285714	9.492857143	2.646825397	12.2
FAM105B	13	15	15	10.08333333	5.1	10
FAM106A	42.74574137	26.1107676	36.65797081	29.1505673	11.83724541	23.88541727
FAM106C	0	0	0	1	1	0
FAM107A	149.5067438	52.07651354	47.88401799	24.23049315	34.32393851	126.9655696
FAM107B	21	13	23	15	2	12
FAM108A1	349.0833334	140.5833333	151.4166667	91.16666667	69	117.6666667
FAM108B1	74.48804998	89.08768249	68.93575254	49.09101656	38.85379787	69.27448154
FAM108C1	483.1502174	311.3096828	366.6604407	255.0827693	198.6939507	322.7597018
FAM109A	21	12	12	3	0	5
FAM109B	16.76020787	5.438912551	4.119730175	3.994961188	2.986126456	3.517360189
FAM110A	7	10	0	2	1	4
FAM110B	14	2	4	2	1	4
FAM110C	8.837770563	21.32668067	32.84775641	32.05263158	15.19846491	15.56513158
FAM111A	198.5833333	56	85.16666667	84.5	32.21794871	71.66666667
FAM111B	150.7301449	222.7843074	183.6982393	204.0229021	88.10034966	127.460706
FAM113A	5	1	3	2	1	7
FAM113B	32.66666666	5	5.25	8	5.5	7
FAM114A1	698	34	43	34.16666667	26.66666667	37
FAM114A2	21	13	7	11	3	6
FAM115A	98.90697358	39.41147504	34.83382353	32.53224225	20.13242956	44.79868136
FAM115C	29.18285868	7.181887899	9.930423738	3.487405107	4.932991452	6.857609443
FAM116A	84.12388118	7.848209144	9.547763066	5.006478651	4.821326713	10.37590553
FAM116B	11.55695363	5.954360636	3.678998224	2.714969816	2.540383154	3.902127223
FAM117A	7.208907908	8.011811105	8.358586063	8.848779	2.903501401	9.354359244
FAM117B	41.27711026	66.2379107	81.76757076	63.85845869	40.629966	74.77384167
FAM118A	64.56363636	25.27289377	14.33333333	19.38888889	15.16666667	27.61904762
FAM118B	7	23	15	16	6	11
FAM119A	108.5706881	79.20778859	74.50898652	62.19075295	46.96034588	69.7281684
FAM119B	17.03333333	12.4	8.285714286	7	5	9.5
FAM120A	925.8	176.6	232.8	151.6	91.8	122
FAM120AOS	41	24	21	11	13	18
FAM120B	28.83161691	16.41253483	13.78012076	17.85549451	11.32107843	4.678638602
FAM120C	76.20463234	60.82381112	41.0314218	17.1876533	19.75041517	42.54918503
FAM122A	6	6	5	5	2	2
FAM122B	67	52	53	38	20	34
FAM122C	53.33478255	36.3729951	29.16828271	33.15962105	25.55793019	27.02930969
FAM123A	3.60515873	0.125	0	0.988492063	0.5	0.507936508
FAM123B	12.37353175	7.030681246	8.178461538	7.392307692	3.456466209	7.758470696
FAM123C	1.25	0	2.285714286	0.363636364	1	0.4
FAM124A	1	3	3	3	2	5
FAM124B	37.94688187	13.07396736	14.60053044	11.33979644	14.1716961	12.32478771
FAM125A	39.10311355	11.42692308	16.67292609	7.176190476	5.653846154	10.53333333
FAM125B	69.24634415	41.61493638	38.81005391	29.74000948	19.48998699	33.67737854
FAM126A	65.89237711	46.16688312	55.46428572	39.03571429	30.65948276	28.1
FAM126B	70.46310188	33.62209698	25.83104505	26.15191214	12.48047347	14.76109199
FAM127A	123.5	19.5	20.25	11.25	17	19
FAM127B	93.52229438	17.16785714	42.18571428	20.6547619	11.66666667	26.99320794
FAM127C	142.5	20.5	17.25	10.25	8	18
FAM129A	404.455315	132.7758837	136.8941868	106.0500667	68.05712523	46.46118217
FAM129B	837.5843765	138.5959147	118.778231	61.43397315	68.92242946	79.32079602
FAM129C	7	3	2	2	3.333333333	2
FAM131A	7.698412698	6.805555556	9.292735043	3.640151515	2.542735043	6.083333333
FAM131B	192	428	587	309	293	431
FAM131C	14.08570175	4.57875467	3.619551222	6.288712174	3.121129776	2.188726841
FAM132A	49.41666666	22.94920635	19.69325397	20.19626623	16.50515873	16.28412699
FAM133A	59.5	60.57142857	90.71428571	82.07142857	29.07142857	82.57142857
FAM133B	262.5833334	238.3095239	323.2142857	236.2261905	159.5357143	189.6190476
FAM134A	176.25	62	60.125	71.25	48	71
FAM134B	103.4907845	91.01202593	117.1431983	128.6237919	65.19091708	81.36879027
FAM134C	151	68	67	53	31.14285714	44
FAM135A	19	16.6	24	22	5	16
FAM135B	0	1	0	0	0	0
FAM136A	59.97619048	66.2	70.5	77.25	21.64285714	29.5
FAM136B	7.5	11.5	14.5	8	2.5	3.5
FAM138A	0	0	0	0.076923077	0	0
FAM138B	0	0	0	0	0	0
FAM138C	0	0	0	0.076923077	0	0
FAM138D	0	0	0	0	0	0
FAM138E	0	0	0	0.076923077	0	0
FAM138F	0	0	0	0.076923077	0	0
FAM13A	72	42	42	41	20	34
FAM13AOS	22	2	3	2.333333333	2	1
FAM13B	64	7	9	13	5	11
FAM13C	2.449579832	0.571428571	0.235294118	1.444444444	1	1.442016807
FAM149A	6.177777778	8.543589744	1.552380952	1.0625	6.952380953	5.155555556
FAM149B1	16	8.291666667	5.444444444	4.566666667	2.25	3.416666667
FAM150A	0	1	0	1	0	0
FAM150B	0	1	1	1	1	0
FAM151A	0	1	0.6	1.1	0	0
FAM151B	1	1	0	0	0	0
FAM153A	0.5	0	0	0	0	0
FAM153B	9.384307866	6.587609183	8.696589204	9.305318391	7.678691467	6.465147597
FAM153C	0	0	0	0	0	0
FAM154A	0	0	0	0	0	0
FAM154B	5.083333333	3.647076024	5.791666667	2.222222222	1	2.427631579
FAM155A	103.8861213	31.25757576	53.34193931	36.54487734	19	37.02857143
FAM155B	14.49392223	21.40497261	17.18663309	9.519446115	8.439819603	10.87222018
FAM156A	34.14043125	16.83533795	17.56499593	19.16321919	8.315313913	10.04580443
FAM156B	20	6.5	7	8	2	5
FAM157A	0	0	0	0	0	0
FAM157B	0	0	0	0	0	0
FAM158A	54.09478505	61.70556768	68.66999833	55.22255044	41.88692053	54.39107143
FAM159A	2	2	1	1	1	0
FAM159B	11	31	29	23	13	29
FAM160A1	1	4	6	4	4	7
FAM160A2	12	7	9	12	3	5
FAM160B1	499.3994639	117.2220238	139.485065	103.5137435	85.00416667	159.8430814
FAM160B2	41.91057012	9.600167274	14.12489178	6.224060151	6.533333334	7.722408963
FAM161A	54.0177751	184.3252552	183.3458464	159.6593588	108.8856293	183.0970715
FAM161B	0	1	0	0.333333334	0	0.285714286
FAM162A	28	43	32	26	21	14
FAM162B	5	0	2.5	0	0	0
FAM163A	11.58648289	7.841226754	5.424576928	5.582367151	5.11328198	9.570977879
FAM163B	0	0	0	0	0	0
FAM164A	72	28	56	27	14	25
FAM164C	22.66666666	38.33333333	28.5	16	17.4	16
FAM165B	73.33474736	71.13654268	105.2805901	81.48806271	45.109531	66.04056345
FAM166A	57.8338416	22.14022747	25.38284705	15.96288704	18.59468829	19.85516891
FAM166B	0	0	0	0	0	0
FAM167A	44.30708181	23.59940477	28.16031746	13.83937909	7.89	28.90271673
FAM167B	54	5	2	1	2	5
FAM168A	10.3866136	5.066583724	6.957153932	6.257427849	3.426995986	8.534146791
FAM168B	44	17	13	14	6	10
FAM169A	5	8	9	14	4	10
FAM169B	0	0	0.5	0.230769231	0	0
FAM170A	312.8593105	58.74938561	49.4485344	41.88912592	32.87365007	36.15958607
FAM170B	1.033333333	1	2	1.111111111	0.666666666	0
FAM171A1	62.2	54	60.1	22.53333333	18	29.25
FAM171A2	0	0	0	0	0	0
FAM171B	6	2	3	1	3	2
FAM172A	125	32	41	23	9	20
FAM172B	21.87927325	24.48993336	15.62798378	22.47986923	13.57452842	23.87721794
FAM173A	48.27705628	14.87662338	5.309523809	7.059523809	9.676190476	16.12424242
FAM173B	2.333333333	2.125	4.25	7	0	2
FAM174A	10	1	2	3	1	0
FAM174B	7	13	14	9	10	3
FAM175A	68.07692308	105	93.45882353	62.11513158	50	96.15
FAM175B	29.75	22.27941177	18.25	11.68333333	8.25	12.41666667
FAM176A	26.33333333	1	0	1	0	2.5
FAM176B	48	3	4	2	0	4
FAM177A1	509.8857917	134.5185299	166.1199505	138.3683857	79.1140054	121.8119342
FAM177B	0	0	0	0	0	0
FAM178A	336.8805342	204.3562753	243.8150722	213.4503749	159.3817661	33.26987119
FAM178B	0	0	0	1	0	1
FAM179A	1.333333333	3.666666666	2.25	2.2	1	1
FAM179B	41	13	5	19	4	9
FAM180A	7.25	5.75	7.25	5.75	2.25	3
FAM180B	7.211153244	2.294444444	2.879364465	2.258730158	1.688311688	3.115252802
FAM181A	0	0	0	0	0	0
FAM181B	0	4	6	3	1	5
FAM182A	1	0.5	0.5	0	0.5	0
FAM182B	1	0.5	1.5	0	0.5	0
FAM183A	47.25	5	7.5	2	8	10.5
FAM183B	0	0	0.5	0	1	0.5
FAM184A	10	56	50	32	19	31
FAM184B	27.46419178	5.769307446	8.07347456	6.612248389	6.105368066	6.885084928
FAM185A	39.18515685	15.03848082	13.20803871	10.08531641	7.868204905	11.19567424
FAM186A	0	0	0	0	0	0
FAM186B	38.66687241	14.2330285	21.95017116	4.687447172	7.29110573	20.90250565
FAM187B	0	0	0	0	0	0
FAM188A	77	15	14	12	5	13
FAM188B	4.666666666	2	1.166666667	2.5	0	0.833333333
FAM189A1	1	23	14	13	13	19
FAM189A2	2	18	32	36	16	11
FAM189B	44.84248252	38.51515151	24.54982599	28.83116883	16.32132867	15.43566434
FAM18A	1	1	2	2.083333333	0	2.404761904
FAM18B1	28.68461724	12.94444077	13.12286474	7.131951023	7.472333038	8.926630988
FAM18B2	28.44740741	12.97304819	7.845859213	6.561945462	6	10.09084249
FAM190A	0	0	0.333333333	0.2	1.166666667	1.333333333
FAM190B	135.4	54.47692308	96.2	49	46.4	30
FAM192A	49.55666666	50.56111111	45.1	41.41666667	27.67619048	45.16666667
FAM193A	70	54	44	41	27	41
FAM193B	10	6	11	6	5	5
FAM194A	0	0	2	0	1	0
FAM194B	0	0	0	0	0	0
FAM195A	16.1	23.75	14.83333333	30.33333333	16	24.74358974
FAM195B	104.9634744	73.8155835	77.50307552	68.63697309	48.48610169	79.85529204
FAM196A	0	0	3	0	0	0
FAM196B	10	0	0	0	0	0
FAM197Y2P	0	0	0	0	0	0
FAM198A	1.166666667	3	1	3	1	3
FAM198B	27.33333333	0	1	0	0	0
FAM199X	23.20055102	21.3580918	12.48039168	12.30565342	6.653925241	12.09522612
FAM19A1	57.31807279	29.40844963	39.15603687	29.02244379	21.73433271	31.55008763
FAM19A2	1.125	1.125	0	0	1	0
FAM19A3	5	3	9	2	4	4
FAM19A4	0	0	2	2	0	2
FAM19A5	19	9	16	2	3	37
FAM200A	48.48309858	37.72940914	38.93833152	30.25349928	12.96633089	29.94334554
FAM200B	68.125	22.03306595	29.075	20.67202381	11.1879902	16.42424242
FAM201A	5.1	13	18.1	9	7.1	6.2
FAM20A	15.0851663	13.92451963	8.186002474	12.30529429	4.956128959	9.718890174
FAM20B	182.0055467	34.51345855	43.16749264	37.17391024	16.21853881	29.14399479
FAM20C	101.1071429	16	14.28571429	15	4.392857143	5.892857143
FAM21A	147.5197995	54.22846732	53.36780556	46.29214969	29.57419002	37.35805837
FAM21B	91.64373433	32.19210526	34.34473684	26.02368421	15.22894737	18.90263158
FAM21C	246.681203	94.82631579	98.78421053	71.32105263	42.4368421	54.45789474
FAM22A	103.3373737	12.87979798	10.91944445	9.494444444	6.786111111	6.871464646
FAM22D	0	0	1	0	0	0
FAM22F	2.333333333	1.5	1.833333333	1	0	1
FAM22G	2.333333333	1.5	1.833333333	1	0	1
FAM23A	23.45966347	9.862377329	9.799392171	15.41037928	9.340933495	18.94604227
FAM24A	0.5	0.5	0	0	0	0
FAM24B	20.79980159	7.117857142	7.776149426	1.584126985	1.202380953	5.901010102
FAM25A	1	2	0.25	1	1	0.25
FAM25B	0	0	0.25	0	0	0.25
FAM25C	0	0	0.25	0	0	0.25
FAM25G	0	0	0.25	0	0	0.25
FAM26D	0	0	0	0	0	0
FAM26E	86.75833334	13.125	9.766666667	17.26666667	3.75	4.66374269
FAM26F	1	0	0	3	1	0
FAM27A	0.333333333	0	0	0	0.25	0
FAM27B	0.333333333	0	0	0	0.25	0
FAM27C	0.333333333	0	0	0	0.25	0
FAM27L	0	0	0	0	0.25	0
FAM32A	473	334	319	256	163	153
FAM35A	3.833333333	7.333333333	9	3.5	2.333333334	2.666666667
FAM35B	3.333333333	5.833333333	8.5	3.5	2.333333334	2.666666667
FAM35B2	3.833333333	5.833333333	9.5	4	2.333333334	2.666666667
FAM36A	124.0853809	52.45972991	45.53922561	74.32193154	29.81234641	53.73353547
FAM38A	300	34	38	22	17	10
FAM38B	41.53367734	15.40833333	18.73333333	19.38888889	7.141666667	16.82763158
FAM3A	78	39	32	22	18	36
FAM3B	1	5	5	7	15	3
FAM3C	27	11	16	18	18	13
FAM3D	0	0	1	0	0	0
FAM40A	74.48793575	26.06117407	33.54933199	28.36946393	16.46066243	17.99261562
FAM40B	8.736036186	4.248641637	3.898694755	6.223626373	1.641941392	5.520879121
FAM41AY1	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0
FAM41C	131.3891534	64.35938162	42.97016434	59.27424132	26.49515682	28.08189147
FAM43A	300.151451	20.61496854	19.9982362	11.66304223	7.560863807	14.19917061
FAM43B	20.35853609	6.513096503	8.201604575	9.866310575	8.286261925	6.336304864
FAM45A	72.61589889	38.92202381	40.60300207	26	23.26805556	34.68452382
FAM45B	66.8454365	38.0125	36.89285714	23.83333333	20.98333333	30.36111111
FAM46A	264.1952441	24.38738998	31.1342813	18.41025641	10.61938339	27.35369996
FAM46B	34	127	128	112	82	126
FAM46C	5	1	2.090909091	1	1	6
FAM46D	0	1	0	0	0	0
FAM47A	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0
FAM47E	7.335497835	12.23809524	6.786147186	8.588888889	2.142857143	2.711507937
FAM48A	47.66335924	27.86171234	36.91815427	22.54614643	28.03091923	20.10158623
FAM48B1	0	0.25	0	0	0	0
FAM48B2	0	0.25	0	0	0	0
FAM49A	11.09306037	9.310144928	21.66666667	11.63438735	3.901279462	14.24444445
FAM49B	77.05625763	58.19498096	65.11230309	39.01644011	32.28728258	36.71914279
FAM50A	31.84444445	19.31481482	8.503703703	5.352020202	3.138186462	6.5
FAM50B	7	0	0	3	0	1
FAM53A	1	2	0	0	0	0
FAM53B	35	13	15	8	8	12
FAM53C	59	34	31	23	24	32
FAM54A	0.833333333	0.126108374	2.285714286	5	0.666666667	0.666666667
FAM54B	153.815873	31.66666667	25.66666667	24	9.8	26.8
FAM55A	12.60930936	6.572161187	9.88576068	5.379831074	4.090262635	9.053949241
FAM55B	0	0	0	2	0	0
FAM55C	307.2081268	132.9043666	161.0793996	125.8412864	100.9107256	132.9773961
FAM55D	19.43333333	8.4	15.45238095	2.5	6.5	9
FAM57A	36	16	16	11	11	3
FAM57B	56.17088239	171.5381419	214.7790043	98.56299573	81.79607843	238.8324242
FAM58A	62.34126984	32.82142857	37.96428571	17.25	23.28095239	26.51190476
FAM58B	0	0	0	0	0	0
FAM59A	3.5	1	2.5	7.142857143	2.833333333	1
FAM59B	14.54451284	20.06419871	18.74586941	16.62958153	7.683882784	14.88172106
FAM5B	10.0130843	5.637847249	5.714285194	2.819733875	3.670608451	3.840466554
FAM5C	0	0	0	0	0	0
FAM60A	94.05263258	340.875	428.1764706	280.9642857	154	357.1034483
FAM63A	1	2	0	1	2	2
FAM63B	404.438485	261.7424708	320.9325144	248.494891	188.8729047	381.4507414
FAM64A	27.1749667	56.32051282	40.80404041	32.56111111	13.27192983	24.00013495
FAM65A	167.9451914	53.78571429	50.24300144	39.68627629	30.06060606	25.85054945
FAM65B	146.7380414	45.65012202	60.47106704	71.70215271	39.66337818	30.26222321
FAM65C	1	0	1	0	0	1
FAM66A	0	0	0	0	0	0
FAM66B	0	0	0	0.5	0	0
FAM66C	6	3	3	0	0	1.5
FAM66D	5	3	3	0	0	1.5
FAM66E	0	0	0	0.5	0	0
FAM69A	6	1	1	1	1	1
FAM69B	8	32	24	32	12	27
FAM69C	0	0	0	0	0	0
FAM70A	0	0	0	0	0	2
FAM70B	3.165732759	2.225	3.2	2.3757526	0	3.140909091
FAM71A	0	0	0	0	0	0
FAM71B	1.125	0	0	0	0	0.666666667
FAM71C	0	0	0	0	0	0
FAM71D	0	0	0	0	0	0
FAM71E1	52.57909549	28.02311114	38.66581719	17.04859767	29.14250703	30.34574777
FAM71E2	23.79252722	8.328168051	12.67868628	7.997876032	3.178016999	12.13289349
FAM71F1	18	116	114	99	70	25
FAM71F2	20.59428354	4.409386226	2.242707709	3.325364267	2.854166488	1.264129172
FAM72A	23.5	98.83333333	153.8333333	65.66666666	32.66666667	86.33333333
FAM72B	24.83333334	107.3333333	160.3333333	68.16666666	35.16666667	93.83333333
FAM72D	24.83333334	107.8333333	159.8333333	68.16666666	35.16666667	92.83333333
FAM73A	81.91901739	40.2744812	36.64720974	35.69130583	24.7981103	37.63736852
FAM73B	29	17	12	8	8	17
FAM74A1	26.76466876	12.19647585	13.69374627	10.08979986	7.456641461	12.87797182
FAM74A2	6.663853892	4.654047848	4.671661406	4.810037958	4.054855747	5.906292624
FAM74A3	8.280136732	4.702764001	4.913044511	5.25646653	3.694736699	5.618630286
FAM74A4	6.663853892	5.154047848	4.671661406	4.810037958	4.054855747	5.906292624
FAM75A1	0	0.125	0	0	0	0
FAM75A2	0	0.125	0	0	0	0
FAM75A3	0	0.125	0	0	0	0
FAM75A5	0	0.125	0	0	0	0
FAM75A6	0	0.125	0	0	0	0
FAM75A7	0	0.125	0	0	0	0
FAM75C1	0	0.125	0	0	0	0
FAM75C2	0	0.125	0	0	0	0
FAM75D1	0.333333333	0	0	0	0	0
FAM75D3	0	0	0	0	0	0
FAM75D4	0.333333333	0	0	0	0	0
FAM75D5	1.833333333	0	0	0	0	0
FAM76A	68.73492493	24.61706042	23.9449668	21.22123016	17.44164118	25.590925
FAM76B	5	6	10	7.333333333	3.333333333	10
FAM78A	21.17369454	11.18180841	8.082027205	2.043347339	0.568795668	3.325578678
FAM78B	0	0	0	0	1	2
FAM7A1	0.666666666	3.462500001	3.333333333	3	2.757575758	1.2
FAM7A2	0.666666666	3.462500001	3.333333333	3	2.757575758	1.2
FAM7A3	60.24329924	38.10181804	26.36987734	31.56572682	22.89973262	25.25177405
FAM81A	0	0	0	0	0	0
FAM81B	0	1	0	1	0	0
FAM82A1	19	4	2	5	1	1
FAM82A2	68	35	41	30	19	25
FAM82B	68.1	31	34.06666667	27	16	31.25
FAM83A	161.9063522	112.961613	100.9369535	71.79352931	56.47248497	87.11641078
FAM83B	1	0	1	0	0	2
FAM83C	5.301909093	3.488324341	3.98246533	3.266143635	1.056397343	3.299541753
FAM83D	19.46666667	13	17.5	12.9	10.56666667	15.71978022
FAM83E	34.24288754	21.15936513	25.88483589	25.02244703	13.25003608	25.96191397
FAM83F	10.79725094	6.974682861	10.9465035	9.403833389	3.242929293	5.589521998
FAM83G	0	1	0	0	0	0
FAM83H	50.0315977	72.9847619	49.98043291	52.1352381	23.64761904	42.12166667
FAM84A	307.8684211	123.7692983	194.7611111	195.6666667	136.1944444	174.9754329
FAM84B	14.66025641	37.81679236	36.55476191	25.96932773	16.93852439	18.63120752
FAM86A	27.23809606	19.4751665	202.7756355	11.88798701	13.68798701	22.49541467
FAM86B1	98.99688279	47.7280102	56.88482395	28.25458664	34.38005453	61.31831229
FAM86B2	0.459523809	0.071428571	0	0.066666667	0	0.071428571
FAM86C	44.34026096	29.37115801	253.2882368	15.8900974	18.50340909	27.57228868
FAM86DP	91.96097572	46.72114005	151.3662252	54.42804085	43.22751029	61.97392527
FAM89A	56.29166667	10.83333333	13.41666667	4.5	11.25	5.5
FAM89B	26.55	6	4	5	2	3.3
FAM8A1	66.5	18.64285714	12	11	9.833333333	8.666666667
FAM90A1	1.333333333	0.5	3.166666666	1	1.5	1
FAM90A10	0	0	0	0	0	0
FAM90A13	0	0	0	0	0	0
FAM90A14	0	0	0	0	0	0
FAM90A18	0	0	0	0	0	0
FAM90A19	0	0	0	0	0	0
FAM90A20	0	0	0	0	0	0
FAM90A25P	1.333333333	0.5	3.166666666	0	0.5	0
FAM90A5	0	0	0	0	0	0
FAM90A7	0.333333333	0	1.666666666	0	0	1
FAM90A8	0	0	0	0	0	0
FAM90A9	0	0	0	0	0	0
FAM91A1	34.46560785	14.01937301	15.28439372	10.07494532	8.402778069	12.70008043
FAM92A1	32	19.83333333	11.16666667	6.5	10.2	7.642857143
FAM92A3	80.19560591	43.79557414	44.91563132	31.56178258	31.84443624	36.3503509
FAM92B	0	0	0	0	0	0
FAM95B1	16	16	14	27	9	30
FAM96A	111.4	118	99.4	89	43.4	69.5
FAM96B	28	12	16	12	12	10
FAM98A	1396	722	767	765	464	549
FAM98B	39.25384615	38.9	36.2	29.2	16.6	24.7
FAM98C	96	25	25	12	9	25
FAM99A	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0
FAM9A	0.848214286	1.05764411	1.686309524	0.125	0.390977444	0.410714286
FAM9B	0	0.333333333	0	1	0	4
FAM9C	0	0	1	0	1	3
FAN1	20.33333333	31.33333333	33	32.33333333	21.33333333	21
FANCA	10	16.33333333	21	12	10.5	14
FANCB	5	2	0	8	1	3
FANCC	11.87348485	10.92222222	6.898387723	14.12390289	2.458333333	4.486111111
FANCD2	43.35205324	109.5772935	96.91485409	98.14990866	60.30543165	88.03595041
FANCE	5.416666667	7	4	3	2	3
FANCF	15	14	22	19	6	10
FANCG	9.472222222	10	6.833333333	5	6.5	2.20952381
FANCI	26	86	67	40	30	60
FANCL	28.51579566	27.26115025	23.53384314	24.49531025	19.55308255	15.97251389
FANCM	16.09326988	18.26025641	25.57346491	18.58809524	6.2	11.9234127
FANK1	29.93422691	8.888843403	9.590674072	10.33394574	7.878314136	10.23298883
FAP	777	11	12	2	2	1
FAR1	84.86667222	63.82875458	92.33699634	78.67649752	42.81923077	55.31057692
FAR2	53.47610893	23.04044179	22.45988316	19.2249129	19.80282421	15.54246328
FARP1	629.2728257	89.1963231	114.6293272	71.29197935	43.9150914	102.803592
FARP2	12	4	2	2	0	3
FARS2	8	7	6	3	1	3
FARSA	5	10	11	11	5	6
FARSB	497	573	512	478	324	476
FAS	191.7913075	29.7440207	33.86565275	41.90553263	16.18875638	20.7483476
FASAS	0	1	0	0	0	0
FASLG	20.74858945	9.453960832	9.860792071	5.727359947	5.793273503	7.135340501
FASN	14327.68029	11523.93324	11144.99957	5851.163579	7505.836137	8981.836706
FASTK	51	13	7	10	8	6
FASTKD1	57.45757576	101.1186869	117.2088235	86.15757576	69	61.51309524
FASTKD2	293.3605489	266.4154388	211.6024664	193.605903	135.0448908	169.7738161
FASTKD3	3	4	3	4	2	3
FASTKD5	19	32	11	12	12	18
FAT1	117	40	40	32	9	29
FAT2	8.457812473	3.233621733	5.449300506	3.476183261	1.822484135	7.229815128
FAT3	18.37425811	24.33333333	35.73571429	23.53333333	16.33333333	17.48125
FAT4	115	15	26	14	12	6
FATE1	0	0	0	0	0	0
FAU	1699	1651	1492	1315	875	1280
FBF1	0	0	0	0	0	0
FBL	592	1873	1739.5	1536	950	1777.5
FBLIM1	141.5084526	76.55823106	51.77352975	34.98231721	28.89723124	34.74480327
FBLL1	2	4	1.5	2	4.5	5.5
FBLN1	263.5	28.33333333	22.33333333	31.83333333	16.16666667	15.66666667
FBLN2	79	3	7	3	5	6
FBLN5	123	4	5	4	2	0
FBLN7	72.74888453	17.60349049	11.04560416	10.59951049	13.8333917	16.20641521
FBN1	634	10	14	8	8	3
FBN2	93	14	9	12	5	5
FBN3	3	20	20	16	7	13
FBP1	35.43411476	16.55348876	15.999506	10.20333989	10.41465276	13.57389178
FBP2	10.09205045	5.151580248	4.982983845	2.858645011	0.908040482	1.666815102
FBRS	364.3333333	64	35	21	30	43
FBRSL1	66.80159857	66.05058295	60.02667156	58.73693364	41.82647718	58.456203
FBXL12	95.53459831	72.45487429	89.69526324	62.95914795	42.4553022	37.69258118
FBXL13	2.782142857	5.632227739	3.302056277	1.808449735	1.233766234	0.444444444
FBXL14	3	1	2	1	1	3
FBXL15	92.59126984	46.32493894	43.51150793	37.49332612	31.96587301	62.3095238
FBXL16	21.26666667	69.58472222	55.0625	36.22222222	29.11111111	71
FBXL17	114.0782817	21.75969509	27.82213742	15.11758559	14.17551978	20.64356699
FBXL18	126.1759274	80.89017294	77.84810535	75.15716054	46.51217392	48.10103416
FBXL19	80	28.25	24	28	14	21.5
FBXL2	4	0	2	0	0	2
FBXL20	80.7975312	39.43039644	55.34763434	57.77303349	31.12107492	55.19303959
FBXL21	0	0	0	0	0	0
FBXL22	93.45851261	68.61409725	100.4296428	82.51490486	47.22085681	56.39119638
FBXL3	44.28169535	20.52836053	47.46477269	23.45937761	14.85098039	30.45589956
FBXL4	11	5	4	4	2	1
FBXL5	65	62	69	43	32	42
FBXL6	116.5737707	144.4106888	75.21989609	95.57470198	50.76844304	78.14643309
FBXL7	2	0	1	1	0	0
FBXL8	7.558823529	2	3.5	0	0	0.25
FBXO10	89.82067197	60.87122874	47.41282558	41.05714285	15.89583333	23.26025641
FBXO11	81.66666667	53.58333333	59.91666667	34.66666667	14	31.83333333
FBXO15	2.7	0.5	2.2	0	0	0
FBXO16	0	8	11	6	2	5
FBXO17	217.1467844	138.1761905	106.0663216	64.49458875	83.53852813	102.3376984
FBXO18	155.8859931	44.21190476	62.66529582	33.79545455	36.30119048	47.16349206
FBXO2	45.80952381	176.1666667	146	91	89	81
FBXO21	17.66666667	12	13	10	4	12
FBXO22	53	61	79	41	27	37
FBXO22OS	0	0	0	0	0	0
FBXO24	23.28635716	7.107051282	7.133615939	2.482922528	6.115335057	5.960238095
FBXO25	64.00056288	47.55786371	47.045669	35.92175711	25.70987274	36.06808232
FBXO27	51.29657701	45.6896116	51.00117239	33.73603807	29.68876289	39.22832001
FBXO28	15	32	6	13	9	5
FBXO3	6.166666667	5	2.142857143	1	1.182857143	2
FBXO30	54	38	25	26	18	23
FBXO31	36.46951036	17.90466863	12.49242738	10.08560371	8.376918782	16.46061756
FBXO32	43	1	0	1	0	3
FBXO33	1379.997764	621.2318192	643.0489985	533.894277	328.8458838	520.4949392
FBXO34	46	41	39	31	13	19
FBXO36	1.943452381	9	4.333333333	3.1	1.392156863	5.333333333
FBXO38	34.43834537	17.46246763	9.344317318	7.914551065	11.38725792	7.208696653
FBXO39	0	0	0	0	0	0
FBXO4	5.763001949	5.058823529	7.223333333	2.833333333	4.067099567	2.658385093
FBXO40	0	0	0.090909091	0.125	0	0
FBXO41	8	13	5	5	7	13
FBXO42	38.08148175	10.21168228	12.70131267	15.75651245	7.950437968	11.74520937
FBXO43	0	0	0	4	0	2
FBXO44	24.23529412	25.37142857	22.57142857	20.93506494	9.285714286	11.31821862
FBXO45	39	50.44583333	53.55882353	38.28333333	21.84583333	39.5
FBXO46	3	0	3	3	2	0
FBXO47	0	0	0	0	0	0
FBXO48	27.38316318	12.04859852	13.36568138	11.34345813	6.302154115	7.363499409
FBXO5	50	101.1666667	114	78	46	80.88888889
FBXO6	7.338431013	5.384126984	3.228563877	3.809479804	4.316261005	3.682726424
FBXO7	242	98	123	88	51	80
FBXO8	20	6	8	2	2	0
FBXO9	250.7388915	109.5954107	132.4635612	108.1222605	92.51538026	96.94611775
FBXW10	0	0	0	0	0	0
FBXW11	79	46	39	30	27	43
FBXW12	0	0	0	0	0	1
FBXW2	83.125	43.2631579	37.57142857	33.38596491	29	24
FBXW4	59.85589716	25.45269741	33.99936352	26.47897517	10.96940984	19.04236477
FBXW4P1	130.727787	38.49132951	60.46919153	41.98081414	35.94335858	56.48784726
